id,nama,merk,kategori,type,harga,harga_diskon,deskripsi,jumlah_stok,jumlah_pieces_packing,satuan_packing,angka_produk_favorit,url_foto
,[PACK] DN027B G3 LED15/CW 15W D175 MP 4pk,Philips,PHILIPS LED,Downlight LED,1016111,812889,6500k,6,6,Set(@4pcs) ,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,[PACK] DN027B G3 LED20/CW 19W D200 MP 4pk,Philips,PHILIPS LED,Downlight LED,1207552,966042,6500k,6,6,Set(@4pcs) ,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,DN027C G3 LED9/WW-NW-CW 9W 220-240V D150,Philips,PHILIPS LED,Downlight LED,194508,155607,3000k/4000k/6500k,24,24,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,DN027C G3 LED12/WW-NW-CW 12W 220-240V D175,Philips,PHILIPS LED,Downlight LED,238687,190950,3000k/4000k/6500k,24,24,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,DN027C G3 LED15/WW-NW-CW 15W 220-240V D200,Philips,PHILIPS LED,Downlight LED,341158,272927,3000k/4000k/6500k,24,24,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,DN027C G3 LED20/WW-NW-CW 19W 220-240V D225,Philips,PHILIPS LED,Downlight LED,401291,321033,3000k/4000k/6500k,24,24,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Eridani SQ Recessed LED6 D105 9W 830-840-865,Philips,PHILIPS LED,Downlight LED,84568,71668,3000k/4000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Eridani SQ Recessed LED9 D125 13W 830-840-865,Philips,PHILIPS LED,Downlight LED,104260,88356,3000k/4000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Eridani SQ Recessed LED12 D150 16W 830-840-865,Philips,PHILIPS LED,Downlight LED,115846,98175,3000k/4000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Eridani SQ Surface LED9 D150 12W 830-840-865,Philips,PHILIPS LED,Downlight LED,127430,107992,3000k/4000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Eridani SQ Surface LED15 D200 18W 830-840-865,Philips,PHILIPS LED,Downlight LED,167571,142010,3000k/4000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Eridani SQ Surface LED22 D300 24W 830-840-865,Philips,PHILIPS LED,Downlight LED,217791,184569,3000k/4000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Eridani RD Surface LED9 D150 12W 830-840-865,Philips,PHILIPS LED,Downlight LED,127430,107992,3000k/4000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Eridani RD Surface LED15 D200 18W 830-840-865,Philips,PHILIPS LED,Downlight LED,167572,142011,3000k/4000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Eridani RD Surface LED22 D300 24W 830-840-865,Philips,PHILIPS LED,Downlight LED,217617,184422,3000k/4000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Eridani DL190B SSW LED7 D100 9W,Philips,PHILIPS LED,Downlight LED,78887,67054,SceneSwitch,50,50,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Eridani DL190B SSW LED10 D125 12W,Philips,PHILIPS LED,Downlight LED,92978,79031,SceneSwitch,30,30,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Eridani DL190B SSW LED13 D150 15W,Philips,PHILIPS LED,Downlight LED,111227,94543,SceneSwitch,30,30,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,59451 MESON 105 9W 30K/65K WH SQ recessed,Philips,PHILIPS LED,Downlight LED,140910,112728,3000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,59465 MESON 125 13W 30K/65K WH SQ recessed,Philips,PHILIPS LED,Downlight LED,165165,132132,3000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,59467 MESON 150 17W 30K/65K WH SQ recessed,Philips,PHILIPS LED,Downlight LED,189420,151536,3000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,59472 MESON 150 17W 30K/65K WH S recessed,Philips,PHILIPS LED,Downlight LED,189420,151536,3000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,59474 MESON 200 24W 30K/65K WH S recessed,Philips,PHILIPS LED,Downlight LED,255255,204204,3000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,MESON SSW 105 9W WH recessed,Philips,PHILIPS LED,Downlight LED,109148,92775,SceneSwitch,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,MESON SSW 125 13W WH recessed,Philips,PHILIPS LED,Downlight LED,127339,108239,SceneSwitch,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,MESON SSW 150 17W WH recessed,Philips,PHILIPS LED,Downlight LED,145530,123701,SceneSwitch,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Wi-Fi BLE 8W/60W A60 E27 827-65 TW 1CT/6,Philips,PHILIPS LED,Wifi LED,170009,,Tunable White,6,6,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Wi-Fi BLE 8.5/60W E27 822-65 RGB 1CT/6,Philips,PHILIPS LED,Wifi LED,250249,,RGB,6,6,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Wi-Fi BLE 8.5/60W E27 822-65 RGB 2CT/6,Philips,PHILIPS LED,Wifi LED,385654,,RGB,6,6,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Wi-Fi BLE 13W/100W E27 927-65 TW 1CT/6,Philips,PHILIPS LED,Wifi LED,244231,,Tunable White,6,6,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,Wi-Fi BLE 13W/100W E27 922-65 RGB 1CT/6,Philips,PHILIPS LED,Wifi LED,358071,,RGB,6,6,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,DLStick 5.5W E27 3000K/4000K/6500K 1PF/12 APR,Philips,PHILIPS LED,LED Stick,51975,46778,3000k/4000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,DLStick 7.5W E27 3000K/4000K/6500K 1PF/12 APR,Philips,PHILIPS LED,LED Stick,57750,51975,3000k/4000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,DLStick 9.5W E27 3000K/4000K/6500K 1PF/12 APR,Philips,PHILIPS LED,LED Stick,65835,59252,3000k/4000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,LEDBright 9W E27 3000K/6500K 230V 1CT/12 INDO,Philips,PHILIPS LED,LEDBright,74498,67048,3000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,LEDBright 11W E27 3000K/6500K 230V 1CT/12 INDO,Philips,PHILIPS LED,LEDBright,84315,75884,3000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,LEDBright 13W E27 3000K/6500K 230V 1CT/12 INDO,Philips,PHILIPS LED,LEDBright,94133,84719,3000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,LEDBright 15W E27 3000K/6500K 230V 1CT/12 INDO G2,Philips,PHILIPS LED,LEDBright,103950,93555,3000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,LEDBright 17W E27 3000K/6500K 230V 1CT/12 INDO G2,Philips,PHILIPS LED,LEDBright,128205,115385,3000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,[PACK] LEDBright 9W E27 6500K 230V 3CT/4 ID,Philips,PHILIPS LED,LEDBright,148995,134096,6500k,4,4,Set(@4pcs) ,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,[PACK] LEDBright 11W E27 6500K 230V 3CT/4 ID,Philips,PHILIPS LED,LEDBright,168630,151767,6500k,4,4,Set(@4pcs) ,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,[PACK] LEDBright 13W E27 6500K 230V 3CT/4 ID,Philips,PHILIPS LED,LEDBright,187688,168919,6500k,4,4,Set(@4pcs) ,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
